wohnflaeche;grundstueckflaeche;zimmer;category;basement;year;efficiency_rating;condition;floors;terrace;type;price;id;plz;street;city;district;kontextlabel;kontextWert
190;520;7;mehrfamilienhaus;1;1981;4;0;1.9;Terrasse. Garten. Loggia ;Massivhaus;399000;20271358;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
110;1063;6;einfamilienhaus;1;1954;2.8;3;1.9;Terrasse. Wintergarten ;Massivhaus;295000;74565564;49661;Straße nicht freigegeben;Cloppenburg;Vahren;9;2500
216;570;7;einfamilienhaus;1.19;1977;2.8;1.2;1.9;Terasse;Massivhaus;423000;27438440;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
112;560;4;bungalow;0;2022;2.8;1.2;1;Terrasse. Garten ;Massivhaus;473500;71606921;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
180;640;7;einfamilienhaus;1.19;1976;4;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;365000;25383882;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
115;1185;6.3;bungalow;1.19;2016;2.8;1;1.9;Terrasse ;Massivhaus;653000;17766729;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
170;1170;5;einfamilienhaus;1;1966;0;3;1.9;Terrasse. Garten ;Massivhaus;285000;85670068;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
189;4167;8;einfamilienhaus;1;1935;6;3;1.9;Terasse;Massivhaus;275000;88264355;49661;Straße nicht freigegeben;Cloppenburg;Staatsforsten;9;2500
344;772;10;einfamilienhaus;1.19;2004;5;1;1.9;Terrasse. Balkon ;Massivhaus;949000;78052840;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
120;361;5;einfamilienhaus;1.19;1960;2.8;1;1.9;Terrasse. Balkon ;Massivhaus;295000;75033637;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
156;1156;6.3;bungalow;0;1974;2.8;1;1.9;Terrasse. Garten ;Massivhaus;450000;83721796;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
107;358;4;doppelhaushälfte;1;1966;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;280000;20782983;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
230;743;7;einfamilienhaus;1.19;1994;4;1;1.9;Terrasse ;Massivhaus;650000;10708008;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
119;303;4;einfamilienhaus;2;1950;0;1;1.9;Terrasse. Garten. Wintergarten ;Massivhaus;341507;57499682;49661;Straße nicht freigegeben;Cloppenburg;Emstekerfeld;9;2500
130;140;5;einfamilienhaus;1.19;2021;2.8;1.2;1;Terasse;KfW 55. Massivhaus;299900;81196070;49661;Straße nicht freigegeben;Cloppenburg;Emstekerfeld;9;2500
230;6500;6.3;einfamilienhaus;1.19;1931;2.8;1;2;Terasse;Massivhaus;930000;94951693;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
125;270;4;doppelhaushälfte;1.19;2019;7;1;1.9;Terrasse ;Massivhaus;445000;86089490;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
211;866;7;einfamilienhaus;1;2002;2.8;1;1.9;Terrasse. Garten. Loggia ;Massivhaus;479000;50003502;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
176;630;5;einfamilienhaus;1.19;2002;5;1;1.9;Terrasse ;Massivhaus;485000;95204550;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
141;318;5;doppelhaushälfte;1.19;2021;8;1.2;1.9;Terasse;Massivhaus;650000;96197069;38112;Straße nicht freigegeben;Braunschweig;Veltenhof;11;3250
307.41;1024;10;mehrfamilienhaus;2;1970;4;3;1.9;Garten. Balkon ;Minergie-Bauweise;747000;73959819;38112;Straße nicht freigegeben;Braunschweig;Watenbüttel;11;3250
165.18;882.18;5;mehrfamilienhaus;2;1903;2;1;1.9;Terrasse. Garten ;Massivhaus;459000;80573903;38112;Straße nicht freigegeben;Braunschweig;Rühme;11;3250
259.97;2602;12;mehrfamilienhaus;2;1965;2.8;1.2;1.9;Terrasse. Balkon ;Massivhaus;1500000;49241162;38112;Straße nicht freigegeben;Braunschweig;Veltenhof;11;3250
120;800;5;doppelhaushälfte;2;1935;0;1;1.9;Terrasse. Garten. Wintergarten ;Massivhaus;399000;69104293;38112;Straße nicht freigegeben;Braunschweig;Rühme;11;3250
339;367;14;mehrfamilienhaus;1.19;1959;2;1.2;1.9;Terasse;Massivhaus;750000;71472136;38112;Straße nicht freigegeben;Braunschweig;;11;3250
168.81;589;6;einfamilienhaus;1;2011;0;1.2;1.9;Terrasse ;Massivhaus;399000;85867748;38112;Straße nicht freigegeben;Braunschweig;Watenbüttel;11;3250
137;590;4;einfamilienhaus;0;1871;0;1.2;2;Terasse;Massivhaus;399000;80152737;38112;Straße nicht freigegeben;Braunschweig;Völkenrode;11;3250
110;529;3;einfamilienhaus;1.19;1965;3;1;1.9;Terrasse. Wintergarten ;Massivhaus;259900;73594165;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
119.61;432.26;4;mehrfamilienhaus;2;1954;1;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;288000;49254726;31582;Straße nicht freigegeben;NienburgWeser;Holtorf;9;2100
77.6;163;4;einfamilienhaus;1.19;1960;2;1;1.9;Terasse;Massivhaus;195000;30352170;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
252;504;8;mehrfamilienhaus;1.19;1970;1;1.2;1.9;Terasse;Massivhaus;620000;21220586;31582;Straße nicht freigegeben;Nienburg;;9;2100
130;570;5;bungalow;1;1968;1;1;1.9;Terrasse. Garten ;Massivhaus;320000;92239145;31582;Straße nicht freigegeben;Nienburg;;9;2100
165;720;4;einfamilienhaus;1.19;2008;6;1;1.9;Terrasse ;Massivhaus;499000;67670402;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
127;1856;6;einfamilienhaus;1;1965;1;1;1;Terrasse. Garten. Wintergarten ;Massivhaus;350000;17019168;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
150;436;8;einfamilienhaus;1.19;1934;2;1;1.9;Terasse;Massivhaus;276000;96245275;31582;Straße nicht freigegeben;Nienburg;;9;2100
228;749;8;mehrfamilienhaus;1.19;1962;1;1.2;1.9;Terasse;Massivhaus;385000;80171981;31582;Straße nicht freigegeben;Nienburg;;9;2100
130;238;4;einfamilienhaus;0;2021;2.8;1.2;2;Terrasse. Garten ;Massivhaus;349000;17373429;31582;Straße nicht freigegeben;Nienburg;WeserLangendamm;9;2100
535;50000;16;villa;2;1954;2.8;0;1.9;Terrasse. Wintergarten ;Massivhaus;1650000;74885354;31582;Straße nicht freigegeben;Nienburg;Langendamm;9;2100
245;1611;7;einfamilienhaus;0;2005;2.8;0;2;Terrasse. Garten ;Massivhaus;998000;79279056;31582;Gravensteinerstrasse 20;Nienburg;Weser;9;2100
67;395;3;einfamilienhaus;1.19;1972;0;0;1.9;Terasse;Fertighaus;119000;61619933;31582;Straße nicht freigegeben;Nienburg;Holtorf;9;2100
125;888;4;einfamilienhaus;1.19;1960;3;1.2;1.9;Terasse;Massivhaus;317500;56317807;31582;Straße nicht freigegeben;Nienburg;WeserErichshagen;9;2100
117.3;746;18;mehrfamilienhaus;1.19;1936;2.8;1;1.9;Terasse;Massivhaus;495000;99420262;31582;Straße nicht freigegeben;Nienburg;;9;2100
160;1263;6;einfamilienhaus;1.19;1900;2;1;1.9;Terrasse. Garten ;Massivhaus;269900;12086594;31582;Straße nicht freigegeben;Nienburg;WeserHoltorf;9;2100
262;1078;7;einfamilienhaus;1.19;1980;2;1;1.9;Terasse;Massivhaus;570000;19043119;31582;Straße nicht freigegeben;Nienburg;;9;2100
138.82;259;6;einfamilienhaus;2;1989;5;1.2;2;Terrasse. Garten ;Massivhaus;349000;82399224;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
129;368;6;einfamilienhaus;1.19;1951;1;1;1.9;Terasse;Massivhaus;198000;83131734;31582;Straße nicht freigegeben;Nienburg;;9;2100
140;600;5;einfamilienhaus;1.19;1976;0;1;1.9;Terrasse. Garten ;Fertighaus;259900;58224357;31582;Straße nicht freigegeben;Nienburg;WeserHoltorf;9;2100
100;428;4;einfamilienhaus;1.19;1958;2.8;1.2;1.9;Terasse;Massivhaus;275000;22771304;31582;Straße nicht freigegeben;Nienburg;;9;2100
117;1223;6;einfamilienhaus;2;1958;0;1.2;1.9;Terrasse ;Massivhaus;169900;29585335;31582;Straße nicht freigegeben;Nienburg;WeserLangendamm;9;2100
170;559;6;einfamilienhaus;1.19;2015;3;1;1.9;Terrasse ;Massivhaus;278000;61966886;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
186.02;1287.16;7;einfamilienhaus;0;1890;0;1;1.9;Terrasse. Garten ;Massivhaus;360000;22329480;31582;Straße nicht freigegeben;NienburgWeser;Holtorf;9;2100
125;1;4;einfamilienhaus;1.19;2022;6;0;1.9;Terasse;Massivhaus;241260;72905253;31582;Straße nicht freigegeben;Nienburg;;9;2100
124;1900;4;einfamilienhaus;1.19;2022;6;0;1.9;Terasse;Massivhaus;365159;55378484;31582;Straße nicht freigegeben;Nienburg;;9;2100
537;583;11;mehrfamilienhaus;1;1950;2.8;0;3;Terrasse. Garten. Gartenanteil. Gartenmitbenutzung. Balkon ;Massivhaus;1790000;54144104;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
134.74;520;4;doppelhaushälfte;2;1889;2;1;1.9;Terasse;Massivhaus;213000;96048055;31582;Straße nicht freigegeben;NienburgWeser;;9;2100
220;212;8;einfamilienhaus;0;1975;2.8;1.2;1.9;Terasse;Massivhaus;998000;87111127;31582;Straße nicht freigegeben;Nienburg;;9;2100
121;350;5;einfamilienhaus;1.19;2022;2.8;1.2;2;Terrasse ;Massivhaus;370000;98653271;31582;Straße nicht freigegeben;Nienburg;WeserLangendamm;9;2100
152;2100;4;einfamilienhaus;1.19;2022;6;0;1.9;Terasse;Massivhaus;399300;24747772;31582;Straße nicht freigegeben;Nienburg;;9;2100
178.42;666.3;7;mehrfamilienhaus;2;1984;4;1;1.9;Terrasse. Garten ;Massivhaus;398000;26217289;31582;Straße nicht freigegeben;NienburgWeser;Erichshagen;9;2100
165;494;7;einfamilienhaus;1.19;1936;1;1;1.9;Terasse;Massivhaus;330000;84327114;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
124;1;4;einfamilienhaus;1.19;2022;2.8;0;1.9;Terasse;Massivhaus;241480;80997974;31582;Straße nicht freigegeben;Nienburg;;9;2100
191;770;8;mehrfamilienhaus;2;1940;1;1;1.9;Balkon ;Massivhaus;499000;51912304;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
353;648;10;mehrfamilienhaus;1.19;2011;5;1.2;1.9;Terasse;Massivhaus;699500;76563120;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
158;834;5;einfamilienhaus;0;1999;4;1.2;1.9;Terrasse ;Massivhaus;540000;11179018;31582;Straße nicht freigegeben;NienburgErichshagen;;9;2100
100;721;4;doppelhaushälfte;1.19;1993;0;1;1.9;Terrasse ;Massivhaus;278000;55807999;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
92;1;3;bungalow;1.19;2021;6;0;1.9;Terasse;Massivhaus;200010;64626882;31582;Straße nicht freigegeben;NienburgWeserOTLangendamm;;9;2100
116.53;259;5;einfamilienhaus;1.19;2004;4;1;1.9;Terrasse ;Massivhaus;269000;61399004;31582;Straße nicht freigegeben;NienburgWeser;;9;2100
64.14;181;2;einfamilienhaus;2;1999;1;1.2;1.9;Terrasse. Garten ;Massivhaus;85000;23154855;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
152;544;6;einfamilienhaus;2;1975;2.8;1.2;1.9;Terasse;Massivhaus;478450;35217144;31582;Straße nicht freigegeben;Nienburg;Holtorf;9;2100
224;756;8;einfamilienhaus;1.19;1995;3;1.2;1.9;Garten. Balkon ;Massivhaus;620000;63867452;31582;Straße nicht freigegeben;Nienburg;Holtorf;9;2100
103.95;205;4;einfamilienhaus;1.19;1999;5;1;1.9;Terrasse. Balkon ;Massivhaus;239000;91817470;31582;Straße nicht freigegeben;NienburgWeser;;9;2100
477;472;14;mehrfamilienhaus;1.19;2011;5;0;1.9;Terasse;Massivhaus;799500;65469800;31582;Straße nicht freigegeben;Nienburg;Weser;9;2100
180;714;7;mehrfamilienhaus;1.19;1914;3;0;1.9;Terrasse. Garten ;Massivhaus;395000;62251138;31582;Straße nicht freigegeben;Nienburg;WeserHoltorf;9;2100
197.5;5253.5;6.3;einfamilienhaus;1.19;1958;0;1.2;1.9;Terasse;Massivhaus;589000;10125034;31582;Straße nicht freigegeben;NienburgWeser;;9;2100
203;850;5;einfamilienhaus;1.19;1986;2;1.2;1.9;Terrasse ;Massivhaus;328000;35838369;31582;Straße nicht freigegeben;NienburgWeser;Holtorf;9;2100
726;1920;6.3;mehrfamilienhaus;1.19;1987;5;1;1.9;Terrasse. Balkon ;Massivhaus;795000;50298216;31582;Straße nicht freigegeben;NienburgWeser;Holtorf;9;2100
160;660;3;einfamilienhaus;1.19;1980;2.8;1.2;1.9;Terasse;Massivhaus;378000;93672031;26388;Straße nicht freigegeben;WilhelmshavenColdeweiHimmelreich;Fedderwardergroden;9;2150
135;775;5;einfamilienhaus;1.19;1978;3;1.2;1.9;Balkon ;Massivhaus;350000;46336038;26388;Straße nicht freigegeben;WilhelmshavenFedderwarden;Fedderwardergroden;9;2150
120;687;4;doppelhaushälfte;1.19;1938;1;1.2;1.9;Terrasse ;Massivhaus;259000;19829787;26388;Straße nicht freigegeben;WilhelmshavenVoslapp;Fedderwardergroden;9;2150
145.35;721;5;doppelhaushälfte;1.19;1938;2;1.2;1.9;Terasse;Massivhaus;295000;99100076;26388;Straße nicht freigegeben;Wilhelmshaven;Voslapp;9;2150
240;1770;7;einfamilienhaus;1;1976;2.8;1.2;1.9;Terasse;Massivhaus;738000;73707325;26388;Straße nicht freigegeben;Wilhelmshaven;Voslapp;9;2150
220;880;9;mehrfamilienhaus;2;2016;5;0;1.9;Terrasse ;Massivhaus;399000;98556152;26388;Straße nicht freigegeben;WilhelmshavenFedderwardergroden;;9;2150
220;880;9;einfamilienhaus;2;2016;5;0;1.9;Terrasse ;Massivhaus;399000;12923688;26388;Straße nicht freigegeben;WilhelmshavenFedderwardergroden;;9;2150
116;693;4;einfamilienhaus;1.19;1983;6;1.2;1.9;Terrasse ;Massivhaus;259000;83308412;26388;Straße nicht freigegeben;WilhelmshavenFedderwardergroden;;9;2150
149.3;681;5;einfamilienhaus;2;1928;4;1.2;1.9;Terrasse ;Massivhaus;265000;85836043;26388;Straße nicht freigegeben;WilhelmshavenFedderwarden;;9;2150
146;744;4;bungalow;1.19;1975;0;1;1.9;Terasse;Massivhaus;340000;67946536;26388;Straße nicht freigegeben;Wilhelmshaven;Coldewei-Himmelreich;9;2150
140;1204;3;einfamilienhaus;0;1820;2;1.2;1.9;Terrasse ;Massivhaus;387000;50515312;26388;Straße nicht freigegeben;WilhelmshavenSengwarden;;9;2150
90;503;4;doppelhaushälfte;1.19;1940;1;1.2;1.9;Terrasse ;Massivhaus;235000;86711284;26388;Straße nicht freigegeben;WilhelmshavenFedderwardergroden;;9;2150
157;647;8;mehrfamilienhaus;1.19;1934;1;1.2;1.9;Terrasse ;Massivhaus;296500;79444354;26388;Straße nicht freigegeben;WilhelmshavenFedderwardergroden;;9;2150
135;554;6;einfamilienhaus;1.19;1977;2;1;1.9;Terrasse ;Massivhaus;365000;33354013;26388;Straße nicht freigegeben;Wilhelmshaven;Coldewei-Himmelreich;9;2150
133.65;592;4;einfamilienhaus;1.19;1973;2;1.2;1.9;Terrasse ;Massivhaus;345000;28624564;26388;Straße nicht freigegeben;WilhelmshavenColdeweiHimmelreich;Fedderwardergroden;9;2150
135.65;425;5;einfamilienhaus;1.19;1946;2.8;1;1.9;Terrasse ;Massivhaus;235000;26102796;26388;Straße nicht freigegeben;Wilhelmshaven;Fedderwardergroden;9;2150
290;894;9;einfamilienhaus;2;1969;3;1.2;1.9;Terrasse. Balkon ;Massivhaus;549000;99737833;26388;Straße nicht freigegeben;Wilhelmshaven;Voslapp;9;2150
130;890;4;einfamilienhaus;0;1980;2.8;1.2;1.9;Terrasse ;Massivhaus;349000;69541762;26388;Straße nicht freigegeben;Wilhelmshaven;Coldewei-Himmelreich;9;2150
176;408;6.3;einfamilienhaus;2;1960;2.8;1;1.9;Balkon ;Massivhaus;595000;89767143;26388;Straße nicht freigegeben;WilhelmshavenFedderwardergroden;;9;2150
143.55;702;6;einfamilienhaus;1.19;1927;2.8;1.2;1.9;Terrasse ;Massivhaus;354000;50090140;26388;Straße nicht freigegeben;Wilhelmshaven;Coldewei-Himmelreich;9;2150
200;754;5;einfamilienhaus;1.19;1975;1;1.2;1.9;Terrasse. Balkon ;Massivhaus;350000;59335875;26388;Straße nicht freigegeben;WilhelmshavenColdeweiHimmelreich;Fedderwardergroden;9;2150
250;14199;7;einfamilienhaus;1.19;2002;3;1.2;1.9;Terrasse ;Massivhaus;560000;53993050;26388;Straße nicht freigegeben;WilhelmshavenFedderwarden;Fedderwardergroden;9;2150
105;627;7;einfamilienhaus;1.19;1860;3;1.2;1.9;Terrasse ;Massivhaus;340000;10033280;26388;Straße nicht freigegeben;WilhelmshavenSengwarden;Fedderwardergroden;9;2150
182;728;5;einfamilienhaus;1.19;2015;5;1;2;Terrasse. Garten ;Massivhaus;430000;25941485;49632;Straße nicht freigegeben;Essen;Oldenburg;1;2200
309;6188;10;villa;0;1979;2.8;1.2;1.9;Terrasse. Garten. Balkon ;Massivhaus;1390000;69486324;49632;Straße nicht freigegeben;Essen;OldenburgUptloh;1;2200
225.21;783;7;einfamilienhaus;1.19;2002;5;1.2;1.9;Terrasse. Garten ;Massivhaus;450000;56343383;49632;Straße nicht freigegeben;Essen;Hülsenmoor;1;2200
180;10000;7;einfamilienhaus;1;1964;2.8;1;1.9;Terrasse. Garten ;Massivhaus;700000;52240745;49632;Straße nicht freigegeben;Essen;OldenburgBartmannsholte;1;2200
225;735;8;mehrfamilienhaus;0;1992;2;1.2;3;Terrasse. Garten. Balkon ;Massivhaus;375000;82824555;49632;Straße nicht freigegeben;Essen;OldenburgHülsenmoor;1;2200
165;1341;6;bungalow;0;1987;3;1.2;1.9;Terrasse. Garten ;Massivhaus;547000;47294094;29229;Straße nicht freigegeben;Celle;Garßen;6;2350
132;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;250770;37059638;29229;Zur Hasselklink;Celle;Groß Hehlen;6;2350
117;1760;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;244270;63052839;29229;Zur Hasselklink;Celle;Groß Hehlen;6;2350
87;913;4;doppelhaushälfte;2;1950;1;1;1.9;Terrasse ;Massivhaus;235000;58359565;29229;Straße nicht freigegeben;Celle;Vorwerk;6;2350
170;980;6;einfamilienhaus;1;2009;3;0;2;Terrasse. Garten ;Massivhaus;399000;14294006;29229;Straße nicht freigegeben;Celle;Groß Hehlen;6;2350
222;1688;7;bungalow;2;1979;5;1;1.9;Terasse;Massivhaus;490000;54469470;29229;Straße nicht freigegeben;CelleGarßen;;6;2350
130;495;4;doppelhaushälfte;0;1998;4;1;1.9;Terrasse. Garten ;Massivhaus;248000;12242984;29229;Straße nicht freigegeben;Celle;Bostel;6;2350
127;1760;5;bungalow;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;267490;28608319;29229;Zur Hasselklink;Celle;Groß Hehlen;6;2350
128;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;253510;35036390;29229;Zur Hasselklink;Celle;Groß Hehlen;6;2350
97.01;212;4;einfamilienhaus;2;161;3;1.2;2;Terrasse ;Massivhaus;275000;67010144;29229;Straße nicht freigegeben;Celle;Vorwerk;6;2350
201;1463;8;mehrfamilienhaus;1.19;1960;2.8;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;449000;90709863;29229;Straße nicht freigegeben;Celle;Groß Hehlen;6;2350
110;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;222010;59290384;29229;Zur Hasselklink;Celle;Groß Hehlen;6;2350
129;1913;5;einfamilienhaus;1.19;2022;8;1.2;2;Terasse;Fertighaus. KfW 55;489200;25989752;29229;Straße nicht freigegeben;Celle;Scheuen;6;2350
154;675;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;KfW 55;299900;97106006;49152;Straße nicht freigegeben;BadEssen;Lintorf;6;2550
187;1238;5;einfamilienhaus;1;1980;1;3;1.9;Terrasse ;Massivhaus;249000;56906186;49152;Hartmannstraße 5;BadEssen;Lintorf;6;2550
165;686;6;mehrfamilienhaus;1.19;1990;2;1;1.9;Terrasse. Garten ;Massivhaus;395000;75340616;49152;Straße nicht freigegeben;BadEssen;Wimmer;6;2550
200;719;6;einfamilienhaus;2;2011;7;1;2;Terrasse. Garten. Balkon ;Massivhaus;599000;31139000;49152;Bad Essen;BadEssen;Wittlage;6;2550
110;1068;4;einfamilienhaus;0;1829;1;3;1.9;Terrasse. Garten ;Massivhaus;249000;19213601;49152;Straße nicht freigegeben;BadEssen;Lockhausen;6;2550
285;953;21;mehrfamilienhaus;1.19;1995;3;0;1.9;Terrasse. Garten ;Massivhaus;416388;51066877;49152;Kirchstr. 1;BadEssenLintorf;;6;2550
200;2529;5.5;einfamilienhaus;1.19;1900;2.8;1.2;1.9;Terasse;Massivhaus;798000;21759215;49152;Straße nicht freigegeben;BadEssen;Barkhausen;6;2550
125;607;4;einfamilienhaus;2;1997;0;1.2;1.9;Garten. Balkon ;Massivhaus;269000;67757993;49152;Straße nicht freigegeben;BadEssen;Lintorf;6;2550
180;500;5;einfamilienhaus;1;1998;0;1.2;1.9;Terrasse. Garten ;Massivhaus;330000;42014060;49152;Straße nicht freigegeben;BadEssen;Barkhausen;6;2550
140;836;5;einfamilienhaus;2;1989;1;1;1.9;Terrasse ;Massivhaus;340000;20728462;49152;Eibengrund 2;BadEssen;Wehrendorf;6;2550
254;1483;10;mehrfamilienhaus;1;1965;0;3;1.9;Terrasse. Garten. Balkon ;Massivhaus;398000;84470346;49152;Straße nicht freigegeben;BadEssen;Lintorf;6;2550
123;753;5;doppelhaushälfte;0;2004;4;1;1.9;Terrasse ;Massivhaus;350000;26801945;49152;Ortelbruch 5a;BadEssen;Wehrendorf;6;2550
200;210;16;mehrfamilienhaus;2;1905;2.8;0;1.9;Terasse;Massivhaus;216051;63000114;49152;Kirchstr. 2;BadEssen;Lintorf;6;2550
953.9;2053;42;mehrfamilienhaus;2;1965;2.8;1;1.9;Terrasse. Balkon ;Massivhaus;1299900;95822121;49152;Straße nicht freigegeben;BadEssen;Lintorf;6;2550
116;363;5;doppelhaushälfte;1.19;1995;4;1;1.9;Terrasse. Garten ;Massivhaus;295000;32835393;49152;Straße nicht freigegeben;BadEssen;Wimmer;6;2550
400;1974;14;mehrfamilienhaus;1.19;1875;0;1;1.9;Terasse;Massivhaus;595000;76454297;31311;Straße nicht freigegeben;Uetze;Obershagen;6;2400
95;453;4;bungalow;0;1999;3;1;1;Terrasse. Garten ;Massivhaus;269000;12396584;31311;Straße nicht freigegeben;Uetze;Dedenhausen;6;2400
80;779;4;einfamilienhaus;2;1972;3;1.2;1.9;Terrasse. Balkon ;Massivhaus;269000;96122004;31311;Straße nicht freigegeben;Uetze;Dollbergen;6;2400
185;780;6;einfamilienhaus;1.19;2022;2.8;0;2;Terrasse. Garten ;KfW 40. Massivhaus;595000;74860901;31311;Straße nicht freigegeben;Uetze;Dollbergen;6;2400
96.37;682;4;einfamilienhaus;0;1991;2.8;1;1.9;Terasse;Massivhaus;385000;70600337;31311;Straße nicht freigegeben;UetzeDollbergen;;6;2400
124.25;641;3;einfamilienhaus;2;1976;2.8;1;1.9;Terrasse. Garten ;Massivhaus;325000;34732086;31311;Straße nicht freigegeben;Uetze;;6;2400
149;984;7;mehrfamilienhaus;2;1975;2.8;1.2;1;Terasse;Massivhaus;299000;31954277;31311;Straße nicht freigegeben;Uetze;Hänigsen;6;2400
125;318;4;doppelhaushälfte;1.19;2022;7;0;1.9;Terasse;Massivhaus;314920;61026918;31311;Straße nicht freigegeben;Uetze;Katensen;6;2400
124;616;4;einfamilienhaus;1.19;2022;6;0;1.9;Terasse;Massivhaus;367760;19734808;31311;Straße nicht freigegeben;Uetze;Katensen;6;2400
187;900;6;einfamilienhaus;2;1962;1;3;1.9;Terrasse. Balkon ;Massivhaus;345000;35269825;31311;Straße nicht freigegeben;Uetze;;6;2400
124;400;4;einfamilienhaus;1.19;2022;2.8;0;1.9;Terasse;Massivhaus;376480;45764460;31311;Straße nicht freigegeben;Uetze;Katensen;6;2400
480;1400;14;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;469000;56711680;31099;Straße nicht freigegeben;Woltershausen;;1;1100
119;1760;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;KfW 55. Massivhaus;750000;71764115;31099;Straße nicht freigegeben;Woltershausen;Hornsen;1;1100
141;711;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;72500;52694128;49406;Straße nicht freigegeben;Barnstorf;;1;2150
195;5598;5;einfamilienhaus;1.19;2000;2;1.2;1.9;Terasse;Massivhaus;650000;31827652;49406;Straße nicht freigegeben;EydelstedtDonstorf;;1;2150
182;743;6;einfamilienhaus;2;1977;2.8;1;1.9;Terasse;Massivhaus;332000;38424212;49406;Straße nicht freigegeben;Barnstorf;;1;2150
291;865;12;mehrfamilienhaus;2;1965;2.8;1;1.9;Terrasse. Balkon ;Massivhaus;399000;15463231;49406;Straße nicht freigegeben;Barnstorf;;1;2150
197;1760;6;einfamilienhaus;1.19;2023;2.8;0;1.9;Terasse;KfW 55;483000;97486234;49406;Straße nicht freigegeben;Barnstorf;;1;2150
205;4804;6;einfamilienhaus;1.19;1930;0;3;1.9;Balkon ;Massivhaus;169000;55584015;49406;Straße nicht freigegeben;Eydelstedt;;1;2150
91;616;4;einfamilienhaus;2;1964;0;3;1.9;Terrasse. Balkon ;Massivhaus;127000;55904986;49406;Straße nicht freigegeben;Barnstorf;;1;2150
130;1310;5;einfamilienhaus;1.19;2000;1;1;1.9;Terrasse ;Massivhaus;225000;29257096;49406;Straße nicht freigegeben;Barnstorf;;1;2150
314.51;1533;7;einfamilienhaus;1.19;1966;1;1.2;1.9;Terrasse. Balkon ;Massivhaus;760000;34687441;49406;Straße nicht freigegeben;Barnstorf;;1;2150
141;711;6.3;einfamilienhaus;1.19;1962;2.8;1.2;1.9;Terasse;Massivhaus;72500;16622080;49406;Straße nicht freigegeben;Barnstorf;;1;2150
141;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;72500;87359704;49406;Straße nicht freigegeben;Barnstorf;;1;2150
160;1012;6;einfamilienhaus;1;1955;2.8;1.2;1.9;Terasse;Massivhaus;258000;25450571;49406;Straße nicht freigegeben;Barnstorf;;1;2150
290;1204;11;einfamilienhaus;1.19;1938;2.8;1.2;1.9;Terasse;Massivhaus;1300000;38600336;26919;Straße nicht freigegeben;Brake;;9;1950
165;600;8;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;520000;33334688;26919;Straße nicht freigegeben;Brake;;9;1950
105;378;4;einfamilienhaus;1;1940;0;1.2;1.9;Terrasse. Garten ;Massivhaus;189000;35514329;26919;Straße nicht freigegeben;Brake;;9;1950
286.75;481;5;einfamilienhaus;1.19;1900;2;1;1.9;Terrasse. Balkon ;Massivhaus;350000;63657100;26919;Straße nicht freigegeben;Brake;Unterweser;9;1950
